0.000000, 2.828427, 5.656854, 8.485281, 14.142136, 16.970563, 19.798990, 22.627417, 11.000000, 3.605551, 7.211103, 9.219544, 10.049876, 17.691806, 1.414214, 27.658633, 
2.828427, 0.000000, 2.828427, 5.656854, 11.313708, 14.142136, 16.970563, 19.798990, 9.219544, 1.000000, 4.472136, 6.403124, 8.544004, 14.866069, 4.242641, 25.317978, 
5.656854, 2.828427, 0.000000, 2.828427, 8.485281, 11.313708, 14.142136, 16.970563, 8.062258, 2.236068, 2.000000, 3.605551, 7.810250, 12.041595, 7.071068, 23.086793, 
8.485281, 5.656854, 2.828427, 0.000000, 5.656854, 8.485281, 11.313708, 14.142136, 7.810250, 5.000000, 2.000000, 1.000000, 8.062258, 9.219544, 9.899495, 21.000000, 
14.142136, 11.313708, 8.485281, 5.656854, 0.000000, 2.828427, 5.656854, 8.485281, 10.049876, 10.630146, 7.211103, 5.000000, 11.000000, 3.605551, 15.556349, 17.464249, 
16.970563, 14.142136, 11.313708, 8.485281, 2.828427, 0.000000, 2.828427, 5.656854, 12.041595, 13.453624, 10.000000, 7.810250, 13.152946, 1.000000, 18.384776, 16.155494, 
19.798990, 16.970563, 14.142136, 11.313708, 5.656854, 2.828427, 0.000000, 2.828427, 14.317821, 16.278821, 12.806248, 10.630146, 15.524175, 2.236068, 21.213203, 15.264338, 
22.627417, 19.798990, 16.970563, 14.142136, 8.485281, 5.656854, 2.828427, 0.000000, 16.763055, 19.104973, 15.620499, 13.453624, 18.027756, 5.000000, 24.041631, 14.866069, 
11.000000, 9.219544, 8.062258, 7.810250, 10.049876, 12.041595, 14.317821, 16.763055, 0.000000, 9.486833, 6.403124, 8.602325, 1.414214, 12.165525, 12.041595, 27.459060, 
3.605551, 1.000000, 2.236068, 5.000000, 10.630146, 13.453624, 16.278821, 19.104973, 9.486833, 0.000000, 4.123106, 5.656854, 8.944272, 14.212670, 5.000000, 24.331050, 
7.211103, 4.472136, 2.000000, 2.000000, 7.211103, 10.000000, 12.806248, 15.620499, 6.403124, 4.123106, 0.000000, 3.000000, 6.403124, 10.630146, 8.602325, 23.000000, 
9.219544, 6.403124, 3.605551, 1.000000, 5.000000, 7.810250, 10.630146, 13.453624, 8.602325, 5.656854, 3.000000, 0.000000, 8.944272, 8.602325, 10.630146, 20.000000, 
10.049876, 8.544004, 7.810250, 8.062258, 11.000000, 13.152946, 15.524175, 18.027756, 1.414214, 8.944272, 6.403124, 8.944272, 0.000000, 13.341664, 11.000000, 28.284271, 
17.691806, 14.866069, 12.041595, 9.219544, 3.605551, 1.000000, 2.236068, 5.000000, 12.165525, 14.212670, 10.630146, 8.602325, 13.341664, 0.000000, 19.104973, 16.552945, 
1.414214, 4.242641, 7.071068, 9.899495, 15.556349, 18.384776, 21.213203, 24.041631, 12.041595, 5.000000, 8.602325, 10.630146, 11.000000, 19.104973, 0.000000, 28.861739, 
27.658633, 25.317978, 23.086793, 21.000000, 17.464249, 16.155494, 15.264338, 14.866069, 27.459060, 24.331050, 23.000000, 20.000000, 28.284271, 16.552945, 28.861739, 0.000000,

0.000000, 2.828427, 5.656854, 8.485281, 14.142136, 16.970563, 19.798990, 22.627417, 11.000000, 3.605551, 7.211103, 9.219544, 10.049876, 17.691806, 1.414214, 27.658633, 
2.828427, 0.000000, 2.828427, 5.656854, 11.313708, 14.142136, 16.970563, 19.798990, 9.219544, 1.000000, 4.472136, 6.403124, 8.544004, 14.866069, 4.242641, 25.317978, 
5.656854, 2.828427, 0.000000, 2.828427, 8.485281, 11.313708, 14.142136, 16.970563, 8.062258, 2.236068, 2.000000, 3.605551, 7.810250, 12.041595, 7.071068, 23.086793, 
8.485281, 5.656854, 2.828427, 0.000000, 5.656854, 8.485281, 11.313708, 14.142136, 7.810250, 5.000000, 2.000000, 1.000000, 8.062258, 9.219544, 9.899495, 21.000000, 
14.142136, 11.313708, 8.485281, 5.656854, 0.000000, 2.828427, 5.656854, 8.485281, 10.049876, 10.630146, 7.211103, 5.000000, 11.000000, 3.605551, 15.556349, 17.464249, 
16.970563, 14.142136, 11.313708, 8.485281, 2.828427, 0.000000, 2.828427, 5.656854, 12.041595, 13.453624, 10.000000, 7.810250, 13.152946, 1.000000, 18.384776, 16.155494, 
19.798990, 16.970563, 14.142136, 11.313708, 5.656854, 2.828427, 0.000000, 2.828427, 14.317821, 16.278821, 12.806248, 10.630146, 15.524175, 2.236068, 21.213203, 15.264338, 
22.627417, 19.798990, 16.970563, 14.142136, 8.485281, 5.656854, 2.828427, 0.000000, 16.763055, 19.104973, 15.620499, 13.453624, 18.027756, 5.000000, 24.041631, 14.866069, 
11.000000, 9.219544, 8.062258, 7.810250, 10.049876, 12.041595, 14.317821, 16.763055, 0.000000, 9.486833, 6.403124, 8.602325, 1.414214, 12.165525, 12.041595, 27.459060, 
3.605551, 1.000000, 2.236068, 5.000000, 10.630146, 13.453624, 16.278821, 19.104973, 9.486833, 0.000000, 4.123106, 5.656854, 8.944272, 14.212670, 5.000000, 24.331050, 
7.211103, 4.472136, 2.000000, 2.000000, 7.211103, 10.000000, 12.806248, 15.620499, 6.403124, 4.123106, 0.000000, 3.000000, 6.403124, 10.630146, 8.602325, 23.000000, 
9.219544, 6.403124, 3.605551, 1.000000, 5.000000, 7.810250, 10.630146, 13.453624, 8.602325, 5.656854, 3.000000, 0.000000, 8.944272, 8.602325, 10.630146, 20.000000, 
10.049876, 8.544004, 7.810250, 8.062258, 11.000000, 13.152946, 15.524175, 18.027756, 1.414214, 8.944272, 6.403124, 8.944272, 0.000000, 13.341664, 11.000000, 28.284271, 
17.691806, 14.866069, 12.041595, 9.219544, 3.605551, 1.000000, 2.236068, 5.000000, 12.165525, 14.212670, 10.630146, 8.602325, 13.341664, 0.000000, 19.104973, 16.552945, 
1.414214, 4.242641, 7.071068, 9.899495, 15.556349, 18.384776, 21.213203, 24.041631, 12.041595, 5.000000, 8.602325, 10.630146, 11.000000, 19.104973, 0.000000, 28.861739, 
27.658633, 25.317978, 23.086793, 21.000000, 17.464249, 16.155494, 15.264338, 14.866069, 27.459060, 24.331050, 23.000000, 20.000000, 28.284271, 16.552945, 28.861739, 0.000000,
